,TERM,,
, AMAZONAS,,
, AMAZONAS,,
, ANTIOQUIA,,
, ARAUCA,,
, ATLÁNTICO,,
, BOLÍVAR,,
, BOYACÁ,,
, CALDAS,,
, CAQUETÁ,,
, CASANARE,,
, CAUCA,,
, CESAR,,
, CHOCÓ,,
, COLOMBIA,,
, CÓRDOBA,,
, CUNDINAMARCA,,
, GUAINÍA,,
, GUAVIARE,,
, HUILA,,
, LA GUAJIRA,,
, META,,
, NARIÑO,,
, NORTE DE SANTANDER,,
, PUTUMAYO,,
, QUINDÍO,,
, RISARALDA,,
, SAN ANDRÉS Y PROVIDENCIA,,
, SANTANDER,,
, SUCRE,,
, TOLIMA,,
, VALLE DEL CAUCA,,
, VAUPÉS,,
, VICHADA,,
,ACACIAS,,
,ACACÍAS,,
,AGUACHICA,,
,AGUSTIN CODAZZI,,
,AGUSTÍN CODAZZI,,
,APARTADO,,
,APARTADÓ,,
,ARAUCA,,
,ARJONA,,
,ARMENIA,,
,ATLANTICO,,
,AYAPEL,,
,BARANOA,,
,BARBOSA,,
,BARRANCABERMEJA,,
,BARRANQUILLA,,
,BELLO,,
,BOGOTA,,
,BOGOTÁ,,
,BOLIVAR,,
,BOYACA,,
,BUCARAMANGA,,
,BUENAVENTURA,,
,BUGA,,
,CAJICA,,
,CAJICÁ,,
,CALARCA,,
,CALARCÁ,,
,CALDAS,,
,CALI,,
,CANDELARIA,,
,CAQUETA,,
,CAREPA,,
,CARTAGENA,,
,CARTAGO,,
,CAUCASIA,,
,CERETÉ,,
,CHIA,,
,CHÍA,,
,CHIGORODO,,
,CHIGORODÓ,,
,CHINCHINA,,
,CHINCHINÁ,,
,CHIQUINQUIRA,,
,CHIQUINQUIRÁ,,
,CHOCO,,
,CIENAGA,,
,CIÉNAGA,,
,CIÉNAGA DE ORO,,
,CIENEGA DE ORO,,
,COPACABANA,,
,CORDOBA,,
,COROZAL,,
,CUCUTA,,
,CÚCUTA,,
,DOSQUEBRADAS,,
,DUITAMA,,
,EL BANCO,,
,EL CARMEN DE BOLIVAR,,
,EL CARMEN DE BOLÍVAR,,
,EL CERRITO,,
,ENVIGADO,,
,ESPINAL,,
,FACATATIVA,,
,FACATATIVÁ,,
,FLORENCIA,,
,FLORIDA,,
,FLORIDABLANCA,,
,FUNDACION,,
,FUNDACIÓN,,
,FUNZA,,
,FUSAGASUGA,,
,FUSAGASUGÁ,,
,GARZON,,
,GARZÓN,,
,GIRARDOT,,
,GIRARDOTA,,
,GIRON,,
,GIRÓN,,
,GRANADA,,
,GUAINIA,,
,IBAGUE,,
,IBAGUÉ,,
,IPIALES,,
,ITAGUI,,
,ITAGUÍ,,
,JAMUNDI,,
,JAMUNDÍ,,
,LA CEJA,,
,LA DORADA,,
,LA ESTRELLA,,
,LA PLATA,,
,LORICA,,
,LOS PATIOS,,
,MADRID,,
,MAGANGUE,,
,MAGANGUÉ,,
,MAICAO,,
,MALAMBO,,
,MANAURE,,
,MANIZALES,,
,MARINILLA,,
,MEDELLIN,,
,MEDELLÍN,,
,MONTELÍBANO,,
,MONTERÍA,,
,MOSQUERA,,
,NARINO,,
,NECOCLI,,
,NECOCLÍ,,
,NEIVA,,
,OCANA,,
,OCAÑA,,
,ORITO,,
,PALMIRA,,
,PAMPLONA,,
,PASTO,,
,PEREIRA,,
,PIEDECUESTA,,
,PITALITO,,
,PLANETA RICA,,
,PLATO,,
,POPAYAN,,
,POPAYÁN,,
,PRADERA,,
,PUERTO ASIS,,
,PUERTO ASÍS,,
,PUERTO BOYACA,,
,PUERTO BOYACÁ,,
,QUIBDO,,
,QUIBDÓ,,
,QUINDIO,,
,RIOHACHA,,
,RIONEGRO,,
,RIOSUCIO,,
,SABANALARGA,,
,SABANETA,,
,SAHAGUN,,
,SAHAGÚN,,
,SAN ANDRES,,
,SAN ANDRÉS,,
,SAN ANDRES Y PROVIDENCIA,,
,SAN JOSE DE GUAVIARE,,
,SAN JOSÉ DEL GUAVIARE,,
,SAN MARCOS,,
,SAN ONOFRE,,
,SAN VICENTE DEL CAGUAN,,
,SAN VICENTE DEL CAGUÁN,,
,SANTA MARTA,,
,SANTA ROSA DE CABAL,,
,SANTANDER DE QUILICHAO,,
,SINCELEJO,,
,SOACHA,,
,SOGAMOSO,,
,SOLEDAD,,
,TAME,,
,TIERRALTA,,
,TULUA,,
,TULUÁ,,
,TUMACO,,
,TUNJA,,
,TURBACO,,
,TURBO,,
,URIBIA,,
,VALLE DEL GUAMUEZ,,
,VALLEDUPAR,,
,VAUPES,,
,VILLA DEL ROSARIO,,
,VILLAMARIA,,
,VILLAMARÍA,,
,VILLAVICENCIO,,
,YOPAL,,
,YUMBO,,
,ZIPAQUIRA,,
,ZIPAQUIRÁ,,
,ZONA BANANERA,,
